V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount_scaled,Time_scaled,velocity_risk,velocity_flag,velocity_evidence,geo_risk,geo_flag,geo_evidence,behaviour_risk,behaviour_flag,behaviour_evidence,identity_risk,identity_flag,identity_evidence,final_pred,final_prob,true_label
-1.229787531344777,0.1544445769365339,-2.060779951801621,0.7380768190652833,-0.2439008123833013,0.6126014000719664,0.8005199664470979,-1.1758192956887008,2.3934380307135816,-0.0903789796884861,0.2343429660480025,-0.2536337056804575,-2.130382626868196,-3.7238155195591256,-2.1604684006584582,-1.128260958656062,-4.655549247448216,0.6058766646196588,-2.6281881034468046,1.820555495715016,0.228309263561389,0.710870380551229,-0.7158976603673739,-2.0477313348304818,-1.1296619534293766,1.112749922037811,2.023961087588068,-0.8083368714769881,-0.8559427252953778,1.6880151598513038,0.3827791177869924,0,Normal,0.14028251877836923,0,Expected location,0.8091807926024747,1,Strong behavioural deviation,0.3509826826072988,1,Minor identity anomaly,1,0.4471437984224,1
-3.355412540093004,2.7616190815488943,-4.500388501760535,1.017319484537375,2.590196295727776,0.9342641377791964,-0.1543316775962864,-0.6093966657863141,1.6632934587894217,-0.7920659555300769,0.3727142518827821,-1.7268571549718534,2.277186325830105,-0.7580591357734279,-1.644938732628641,-0.9910282938833824,-1.732786863698029,-2.3716261971028274,0.6797623399299397,1.3091117846450275,0.338924154495728,-0.990050789001446,3.4681800783745724,0.5037460798234459,0.576580962252343,-0.6710974420604097,-1.039596702167053,1.8064280872737768,-0.8930946864997373,-0.459940725417978,1.0,1,High velocity anomaly,0.5153593971807359,1,Unusual location,0.507773932114652,1,Moderate deviation,0.23813587855233861,0,Identity verified,1,0.530664362133382,1
-0.7355381796780343,3.46192151420314,-0.7114355208511882,1.8518490195269948,2.418815476667079,0.4222200860487745,-2.957305002869885,2.1189056934886303,0.6806210094535436,1.968738369593506,-1.3579719855040104,4.981450849900635,-0.6960404624307011,-1.4501908022592538,2.583980796173506,-0.4336737877168011,-0.8298781718055221,0.4104106086759033,-0.3280225296173887,-0.2423149557640241,-0.2213333901663506,-0.7848385867860423,-0.4304678681717367,1.0188703328484634,-0.1251897060409151,0.4028656123330799,-1.4739128107473407,-0.2196317075184942,3.137010068173944,-1.2103398607855604,0.5454328016369292,1,Moderate anomaly,0.6100949280277249,1,Impossible travel detected,0.1508855221552365,0,Within normal range,0.649134469805325,1,Identity integrity compromised,1,0.4937668731285039,1
-3.470341998660082,2.686334179171209,0.2759069012781103,0.0680101607975216,0.1860630365778535,-1.9685738526574943,-2.3446463730016025,-3.069030495287497,3.471954361797447,0.521024313902195,1.9849656369008497,1.982010115456173,-1.675722079884403,-2.9535849311943783,0.9880103579648372,1.9936571018581457,-4.476046179394368,1.88609600610144,-1.3366223176553769,-1.7586525994800315,2.687147699021856,0.1152608407043939,0.6382040454444037,-2.352922465217843,2.7192709728183138,-0.213339025615572,2.12502646968037,0.5238149045385192,-0.1897062203751584,-0.3854638229940846,0.7147314532343779,1,High velocity anomaly,0.036296171053625016,0,Expected location,0.7881180918859346,1,Strong behavioural deviation,0.57671339029595,1,Minor identity anomaly,1,0.5965169290227625,1
-3.070151782966753,2.8158705533360235,-2.4937466573651297,2.699622501920418,0.1938925832235777,-0.8275982691106645,-1.3171374846156518,1.3167701254175994,-0.6929167978083981,1.247873184109714,0.9085670558501528,1.728262879959216,1.7443803356419612,-2.6142335652687896,1.2076207807022676,-0.7458861272622341,-0.3779198198784219,0.5465906945428648,0.4233689725121689,0.1897728890631685,-1.227309278861196,1.0265255118062744,0.4843719050728435,-0.4673189009330113,1.1093133269536688,-1.9690052560063849,-2.537199506581456,-1.5290869341069766,0.8922488734567041,-1.4399742958895898,0.9310854437408783,1,High velocity anomaly,0.4133592978777137,1,Unusual location,0.12813769799971866,0,Within normal range,0.4375886250898466,1,Minor identity anomaly,1,0.4805714320785559,1
-5.895791807260308,6.728192542897018,-4.2408395340286384,1.9377074923186235,0.4723853736334895,-0.4098911964571626,2.352995567273723,-0.4304844511814883,0.9283066916507944,0.8785708458038239,0.5867386007075064,0.4978858198307938,0.3998201423321792,-2.106997388678989,1.5413878827948542,1.3304795340457125,-3.364515763315315,-2.366713137020099,-0.921126982805076,-1.2243528753046384,3.01328618102821,-0.7297677848821393,0.3393284732668085,0.6897974913399497,-1.567398821434415,-0.2395371133319817,-0.0225465415430744,1.608990606890047,-0.5143349219876168,-1.368940817393831,1.0,1,High velocity anomaly,0.3442989808503018,0,Expected location,0.656392396537094,1,Strong behavioural deviation,0.26596848410144075,0,Identity verified,1,0.5568736532786015,1
-3.461263743595874,1.0180436764178993,-0.6018202660645475,0.6204869492586065,-3.4481827693109954,-1.9219657637454608,-1.6175659308345482,-2.2633067053458253,-1.7338780251101444,-1.180845301459139,-0.7227546940050213,-2.584321663608392,-0.602942971858403,-2.865962948505776,1.4162865123759767,-1.2932624429785622,-2.8483415094084887,2.119282714886457,-0.0422871053261313,0.6680714036235699,-0.5884048905842454,0.2272262575670996,1.1489782173661274,1.2389060121979871,-3.816314609039529,-0.1632896089182267,-2.418575545125772,1.0804222917109665,-0.9117912143932398,1.1025738800756246,0.5645697428975912,1,Moderate anomaly,0.5812385312242289,1,Unusual location,0.4731652277703872,1,Moderate deviation,0.514419942176599,1,Minor identity anomaly,1,0.5249960373862479,1
-3.2704304561997817,2.9394203103034715,0.365145447718727,2.580635045356958,-1.31061291807459,-2.077335368961319,-0.8460282108731759,-1.999487318978009,1.292190560056068,1.1172162694659915,2.028705532269335,1.2334783466201271,1.2278697507525789,-2.6866771446258366,-2.9792863925109447,1.4013317464943635,-1.948613759903025,-2.5204304799612647,-0.8337998632119887,1.619392597816476,-0.975807679614978,0.1225542529614535,0.844526617823639,-1.125209333520133,-2.108110685115015,-2.1197428428350378,-0.9141608145370296,-1.7099722499403107,0.039914842684646,0.3857168975774632,0.7305551349135534,1,High velocity anomaly,0.5558925662045069,1,Unusual location,0.5768530584077295,1,Moderate deviation,0.49573841862627493,1,Minor identity anomaly,1,0.5822405260907372,1
-0.9839061930312636,4.462655133280212,-3.608297078230908,3.6917280708824274,1.0749710176824792,-0.6061724400642119,3.7972743453829527,-2.681320634559575,0.2445425828962203,0.0912347485093715,-0.5602587834220498,2.224705696797903,1.4749553390625014,-0.7658153712026048,0.0972098531782539,-0.3728480848032742,-4.378663842868809,-1.5874549321915836,-1.362259183626548,-1.383634951218835,0.348803803156352,-3.942360110196045,-0.5153201077508504,0.4948275039648825,1.2116658258885793,0.435581899773765,2.427227944558364,0.984798247658414,5.811815771915542,0.0798349897133615,1.0,1,High velocity anomaly,0.6809570126521295,1,Impossible travel detected,0.7260010758254815,1,Strong behavioural deviation,0.2958983209518798,0,Identity verified,1,0.6275817658948415,1
-4.714517943402062,0.9950128371556786,-2.470180832353269,1.3889450020257577,1.3491639717352253,0.338641965548966,0.34202905872894,0.863782377090768,0.6477769842375185,-0.5147248029965441,0.920465656127878,-1.2086573625802768,-0.2580006652390792,-3.601055908315601,2.262408528650341,-0.2159328038942725,-1.9449516151532733,1.0135297322193872,-1.958169638512187,1.5153504962012634,-0.7908886898478843,2.0044960148565947,1.3632257759621362,-1.5977706577093738,-0.8869151958863033,-2.8590547342462527,-2.2024427062861403,0.6773691117954479,-0.423205277064575,0.9373068244835704,0.9088568458790012,1,High velocity anomaly,0.39115842482299756,1,Unusual location,0.536000123507176,1,Moderate deviation,0.477514910585313,1,Minor identity anomaly,1,0.5891771369189114,1
-5.385063599463691,2.532173687539587,-1.8245473247591808,2.8012222232222226,0.1213007510386819,-0.8606997032734847,-2.269172024867593,-1.6456710959870289,-1.5470297030161624,1.3313636319460342,-0.4640559666811761,2.494013647200413,-2.7309997154351464,0.7098973372257804,-2.118214836674831,0.0569201552574514,-3.267552500273867,0.4471282470924516,1.141806496798791,-0.025459334247469,-1.415288896184753,0.4655350819805324,0.8569764692258299,1.4780659945617576,1.5170311386040702,-1.4877393495758804,-0.8776391343265536,0.7030867192074914,1.756412979367967,-1.5399819353460875,1.0,1,High velocity anomaly,0.4175032820372721,1,Unusual location,0.4068288815343816,1,Moderate deviation,0.3056639125922808,0,Identity verified,1,0.5185190978603598,1
-1.63333106186604,1.0047442234413873,-2.6433191643368663,2.4904750506045303,-0.939547520252884,-0.077028090348403,-0.1434774342355291,-1.265576353970043,-1.0230468884248625,-2.6528283462673645,-1.0666621888662953,1.5603181059024909,-0.7626347057110177,-3.0969789992416272,2.6325351751201205,-1.2555407811329184,-2.918572479290007,-1.436205872506136,0.3796342992179422,0.1557373968329052,1.7617942926961674,0.278082761247142,1.8302130370241632,1.4300533465624543,-0.3385077653442308,0.6184623963374164,-0.6533928858706632,-0.2788921570691866,-0.5782043031587543,0.9907268068287264,0.5868216055160327,1,Moderate anomaly,0.49000322440820204,1,Unusual location,0.4075125039872492,1,Moderate deviation,0.4769966078342011,1,Minor identity anomaly,1,0.4887076583646711,1
-1.5630934412970272,2.8113471299689703,-3.0114788176609943,3.188707758590551,-1.840510338278886,0.1165495422864531,-0.4235388718161614,2.509763243932148,-0.2730947997851894,-1.1550229627905275,1.2370338098461326,1.0738976440675323,-1.838716551008082,-2.9230051062631865,-1.4437272341262282,-1.747476338735091,-0.33475232076119,-1.5968364453355142,1.834450214976978,0.0309676195311143,-0.3745317656714651,-2.964550365565568,-0.3525664155204925,-1.4803152138041158,-0.2938840187181455,1.0271404649079077,-2.766935712670052,-0.6788518095787139,0.33531386966715,-1.106661873109256,0.8206577098807769,1,High velocity anomaly,0.7184597281242053,1,Impossible travel detected,0.31641721671706635,0,Within normal range,0.43616138001473764,1,Minor identity anomaly,1,0.537636715170513,1
-3.539851724215759,3.705571006120121,-1.1981793754252468,-0.0984870177705483,-1.2661723585457816,0.3376626501219096,-0.2675627609963117,0.0878025461528784,-2.5417999127869537,-0.0159399144681214,1.930154975605612,4.543960749639708,-0.7466967574807803,-2.540090209198187,1.3754697102132991,-2.2232379304879832,-0.4689542761780849,0.3930440697922651,1.010108556384708,-2.0536890661611342,-0.9932039940876248,1.099204513375958,-2.493378407617288,0.5065249513806709,-2.9906799111492965,-0.424220940770763,-0.478072807669421,0.4146559652155385,0.9127834455431332,-0.4313644490848839,0.9381780117512363,1,High velocity anomaly,0.19495133947376142,0,Expected location,0.32714966404301604,0,Within normal range,0.7511838278702921,1,Identity integrity compromised,1,0.6223947718341428,1
-2.694659925792291,3.269221369202408,-2.6550815337086573,1.6227141828079723,-0.2474648385721484,1.986020506291128,0.5241637891906122,-0.5356234830038726,0.5329614853681366,0.3538026833938474,-0.3518843463621577,1.0265758173796908,-0.3867236861316943,-1.5204026880164336,-1.732034831088821,0.5753491804726558,-1.8108217656490493,-2.676223955853821,-0.883034938847207,0.6971278728955084,0.5742352769685214,-1.8909516976730767,-0.6379997864591771,1.1385806000440175,1.2460059374484111,-1.6380084160189432,1.5459149166125696,-0.6398154757679321,-0.3940244402317706,0.6827788158418396,0.9576625365225951,1,High velocity anomaly,0.2671684316257315,0,Expected location,0.5056007111037988,1,Moderate deviation,0.24157190431319017,0,Identity verified,1,0.4898013299772612,1
-1.760935749202924,4.840040304826394,-5.996442397097308,0.7187048740770865,2.2940504692245693,-1.5260455812857003,-0.0157813383412959,-0.3022542133360167,-1.159211630250241,-0.0435393955656121,1.5764232696826277,0.2317070300072115,2.4531177620786826,-3.471573242825656,1.7300015563626778,-0.0308107286000245,-2.0260740596900195,-0.5793597430088413,0.2067847683267424,-0.1144445237950493,0.935692868409698,1.2980736150318326,-0.7907894989174107,-0.9768941314780236,0.7552733524458379,1.4709743114261682,1.0046913258222316,0.2492950915285676,-0.4532267925273128,-1.223890508669354,1.0,1,High velocity anomaly,0.43039362047166513,1,Unusual location,0.24388859123505438,0,Within normal range,0.4399752952096246,1,Minor identity anomaly,1,0.529762086071331,1
-1.9097042669259976,2.941024084105033,-2.1186148996251863,0.3640838604699725,0.0976827777526494,-0.4074132509720399,-1.1950493761738374,1.2764227484484054,0.3266738689166763,-0.1122965826074007,-1.5650296490587523,-1.6463720214948685,-0.501846604767723,-2.656207975119836,0.6892499675178153,1.4609814000168662,-1.0942416062153972,-1.4431683074905566,-1.6686560704996585,-0.0900715610198468,1.841610054813414,-1.914733205796129,-0.3573782722508826,1.0447119781724374,0.4608132680291781,2.563281221755093,1.509998893379451,1.3952227727374855,-0.2214794374959918,0.4109984989067738,0.774371472295135,1,High velocity anomaly,0.0659666626032317,0,Expected location,0.35801146210212154,0,Within normal range,0.48896747047278816,1,Minor identity anomaly,1,0.47470436785201364,1
-3.432437402798909,2.5322256429964183,-1.4831215902921098,2.966210434646821,0.6208530116392948,-2.610707480716353,0.1683529181675992,-1.317263808898259,0.3225818821899051,-1.4087607184237811,-0.6684442087806639,-0.3884969986803868,-0.4155939788192975,-2.85005286639546,-0.7563684732493565,-2.2801911636996204,-1.4646598911901318,-1.8287499996493848,0.1423388447481515,-0.1116888470972408,0.0745007091269527,-0.4977170223677697,0.1637284966315271,-0.4784000432719915,1.0860943232205709,2.708066406000483,-0.8846402549934036,2.7500713534749988,-0.4418439517364164,-1.4036792765140471,0.8275316262319374,1,High velocity anomaly,0.5124376351837309,1,Unusual location,0.2956197985570757,0,Within normal range,0.32558283948804256,0,Identity verified,1,0.4669361254032356,1
-0.7448619869901489,0.0577823213797987,-0.4142241466635756,3.346471406100745,-2.920509338868598,1.4583833560052586,0.8111549903304676,1.1373242023729535,-0.131750049664783,-1.2967637256730118,-1.3568392734752772,2.4012722499416594,1.677118206673757,-2.4739431374746417,1.9835243525426265,-0.8246430406152261,-3.6791254644956464,-1.382997645358027,0.1446846844886006,-1.089267549775551,2.0701625015989493,1.5743253298059314,0.6546203200391585,0.4570022833288168,-1.1092363586589629,-2.7537977611256803,0.8595266382129444,-0.8929334551934409,-0.3410111872164009,0.3397014247780711,0.1352076061148359,0,Normal,0.8952829635670491,1,Impossible travel detected,0.5246729453431521,1,Moderate deviation,0.5193378884076315,1,Minor identity anomaly,1,0.47163221646323994,1
-3.340150185863308,2.976499274880576,-4.273389689107214,-0.6557740993408498,0.6832459981244603,-1.2911757840974003,0.7484687532297847,1.648243667612705,0.3392601905399032,1.2447240039130358,0.5200055836707621,1.737842255988538,-0.2055346042063912,0.6420712337460541,-1.0673809777954566,-2.1415695982284744,-1.6899470468458575,-1.3221149206928278,-1.7570049696937442,1.472144393027634,0.5973552972777099,0.0787037297273427,-0.1326317778171895,0.5105522601420626,-1.416433713397665,0.942102626260219,-0.0330313799302735,1.7598764271800236,0.4426049739790103,1.180409790708657,1.0,1,High velocity anomaly,0.19128858535218715,0,Expected location,0.5201009441883385,1,Moderate deviation,0.24165992278377954,0,Identity verified,1,0.4945587802600253,1
-5.757381597716677,4.22126295545662,-2.545020858544006,-0.1192713149450368,-0.5379443002292429,0.4463145107748092,1.5143630946076942,-0.4377896561412505,-0.1714652696953196,1.4637158290050147,6.30905538763554,1.8107111126314983,1.7470813223306356,-0.2525603137993282,1.1492297794065731,-4.303337770029936,-1.609404079432231,0.5672941447581317,0.3670531253074581,-0.0297582445147614,1.6718731314699695,1.9762327452419088,1.0082014576488985,0.1457603651868212,-2.23135054804369,1.1861460349686994,1.3445288283533776,0.0692110572855604,3.379125012537025,-0.5164047990092273,1.0,1,High velocity anomaly,0.0938879450248971,0,Expected location,0.21445913283438187,0,Within normal range,0.6976939011721973,1,Identity integrity compromised,1,0.5769859892762816,1
